id,Amount Due,Closed,Currency,Customer,Date (UTC),Due Date (UTC),Ending Balance,Forgiven,Paid,Paid At (UTC),Marked Uncollectible At (UTC),Voided At (UTC),Finalized At (UTC),Minimum Line Item Period Start (UTC),Maximum Line Item Period End (UTC),Period Start (UTC),Period End (UTC),Starting Balance,Subscription,Subtotal,Total Discount Amount,Applied Coupons,Tax,Tax Percent,Total,Amount Paid,Status,Exclusive Tax Amount,Inclusive Tax Amount
in_1QwpbIAFeGZf0UoOUrbGFNYl,"0,00",TRUE,usd,cus_PZLD9SCzSfpWJM,2025-02-26 18:44,,"0,00",FALSE,TRUE,2025-02-26 19:45,,,2025-02-26 19:45,2025-02-26 18:44,2025-03-26 18:44,2025-01-26 18:44,2025-02-26 18:44,"0,00",sub_1Oo9A5AFeGZf0UoOng75iz02,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QwpVrAFeGZf0UoOzkqIigOm,"39,00",TRUE,usd,cus_QcCqytKuGvNpTu,2025-02-26 18:39,,"0,00",FALSE,TRUE,2025-02-26 19:39,,,2025-02-26 19:39,2025-02-26 18:39,2025-03-26 18:39,2025-01-26 18:39,2025-02-26 18:39,"0,00",sub_1Ps7ovAFeGZf0UoOSQKeRpBw,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwpKmAFeGZf0UoOA8T4c8Db,"79,00",TRUE,eur,cus_RHw5igGcEGg2fO,2025-02-26 18:27,,"0,00",FALSE,TRUE,2025-02-26 19:28,,,2025-02-26 19:28,2025-02-26 18:27,2025-03-26 18:27,2025-01-26 18:27,2025-02-26 18:27,"0,00",sub_1QPTTXAFeGZf0UoOzJklZTJR,"79,00","0,00",,,24,"79,00","79,00",paid,,
in_1QwoXLAFeGZf0UoO8FNJOZzn,"39,00",TRUE,usd,cus_Rj3AEs66UJf6qi,2025-02-26 17:36,,"0,00",FALSE,TRUE,2025-02-26 17:36,,,2025-02-26 17:36,2025-02-26 17:36,2025-03-26 17:36,2025-02-26 17:36,2025-02-26 17:36,"0,00",sub_1QwoXLAFeGZf0UoODhzNSIbT,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwoMoAFeGZf0UoOcVzYIRh4,"39,00",TRUE,usd,cus_RqV8E8e4AU40k3,2025-02-26 17:25,,"0,00",FALSE,TRUE,2025-02-26 17:25,,,2025-02-26 17:25,2025-02-26 17:25,2025-03-26 17:25,2025-02-26 17:25,2025-02-26 17:25,"0,00",sub_1QwoMoAFeGZf0UoOxlD3Nzje,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qwo2DAFeGZf0UoOVppMxyrd,"0,00",TRUE,eur,cus_Kx4RVYjGFFbQG6,2025-02-26 17:04,,"-33,09",FALSE,TRUE,2025-02-26 18:05,,,2025-02-26 18:05,2025-02-26 17:04,2025-03-26 17:04,2025-01-26 17:04,2025-02-26 17:04,"-33,09",sub_1KMEuvAFeGZf0UoOvLnirLCA,"0,00","0,00",,,27,"0,00","0,00",paid,,
in_1QwnyuAFeGZf0UoOBMyJMnwm,"323,25",TRUE,usd,cus_RdMGZyG6fKziNk,2025-02-26 17:01,,"0,00",FALSE,TRUE,2025-02-26 17:01,,,2025-02-26 17:01,2025-02-26 17:01,2026-01-31 18:07,2025-01-31 18:07,2025-02-26 17:01,"0,00",sub_1QnOcXAFeGZf0UoOtcp7SAA1,"323,25","0,00",,,,"323,25","323,25",paid,,
in_1QwnlgAFeGZf0UoOAtf6XZcX,"158,00",TRUE,usd,cus_RGYYcTMuVGIwea,2025-02-26 16:47,,"0,00",FALSE,TRUE,2025-02-26 17:48,,,2025-02-26 17:48,2025-02-26 16:47,2025-03-26 16:47,2025-01-26 16:47,2025-02-26 16:47,"0,00",sub_1QPRvCAFeGZf0UoOLtcSHlJ8,"158,00","0,00",,,,"158,00","158,00",paid,,
in_1Qwnj0AFeGZf0UoO7mUEGccs,"33,15",TRUE,eur,cus_Q9qxRhby9efX4V,2025-02-26 16:44,,"0,00",FALSE,TRUE,2025-02-26 17:45,,,2025-02-26 17:45,2025-02-26 16:44,2025-03-26 16:44,2025-01-26 16:44,2025-02-26 16:44,"0,00",sub_1PgrFcAFeGZf0UoOQRxJEIYf,"39,00","5,85",yxFwFiA2,,,"33,15","33,15",paid,,
in_1QwnQlAFeGZf0UoO9vJv0ndQ,"39,00",TRUE,usd,cus_RnV04RVzwE81cF,2025-02-26 16:25,,"0,00",FALSE,TRUE,2025-02-26 16:25,,,2025-02-26 16:25,2025-02-26 16:25,2025-03-26 16:25,2025-02-26 16:25,2025-02-26 16:25,"0,00",sub_1QwnQlAFeGZf0UoOAFpWDbI5,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwnQMAFeGZf0UoOxnrdR4Y6,"14,36",TRUE,usd,cus_RBIAPDVroXMPvr,2025-02-26 16:25,,"0,00",FALSE,TRUE,2025-02-26 16:25,,,2025-02-26 16:25,2025-02-26 16:25,2025-03-08 17:38,2025-02-08 17:38,2025-02-26 16:25,"0,00",sub_1QIw8mAFeGZf0UoOCQ6DLuET,"14,36","0,00",,,,"14,36","14,36",paid,,
in_1QwnB4AFeGZf0UoO9z9IMdP5,"70,20",TRUE,eur,cus_MdGK7VvrP3WGbC,2025-02-26 16:09,,"0,00",FALSE,TRUE,2025-02-26 17:09,,,2025-02-26 17:09,2025-02-26 16:09,2025-03-26 16:09,2025-01-26 16:09,2025-02-26 16:09,"0,00",sub_1NYAHLAFeGZf0UoOyHhBIbsJ,"78,00","7,80",sWLUHCik,,,"70,20","70,20",paid,,
in_1QwnAiAFeGZf0UoORdRgR7vW,"39,00",TRUE,usd,cus_Qp6mLcYBfq4fAU,2025-02-26 16:09,,"0,00",FALSE,TRUE,2025-02-26 17:10,,,2025-02-26 17:10,2025-02-26 16:08,2025-03-26 16:08,2025-01-26 16:08,2025-02-26 16:08,"0,00",sub_1Q3KF4AFeGZf0UoO5bhHywhf,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qwn1oAFeGZf0UoOSSdXHBJS,"39,00",TRUE,eur,cus_PjfP9xRnTM9B2B,2025-02-26 16:00,,"0,00",FALSE,TRUE,2025-02-26 17:01,,,2025-02-26 17:01,2025-02-26 16:00,2025-03-26 16:00,2025-01-26 16:00,2025-02-26 16:00,"0,00",sub_1OycPvAFeGZf0UoOxphzXZt1,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwmxRAFeGZf0UoO136aenIx,"39,00",TRUE,eur,cus_QnGd3A9RqesI4d,2025-02-26 15:55,,"0,00",FALSE,TRUE,2025-02-26 16:56,,,2025-02-26 16:56,2025-02-26 15:54,2025-03-26 15:54,2025-01-26 15:54,2025-02-26 15:54,"0,00",sub_1QPR65AFeGZf0UoOJWfcpLDP,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwmwVAFeGZf0UoOh0i3IGFt,"39,00",TRUE,usd,cus_QH6Ni81G2Aae1h,2025-02-26 15:54,,"0,00",FALSE,TRUE,2025-02-26 16:55,,,2025-02-26 16:55,2025-02-26 15:53,2025-03-26 15:53,2025-01-26 15:53,2025-02-26 15:53,"0,00",sub_1PVyAIAFeGZf0UoOFh2c0cN7,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwmrcAFeGZf0UoOtToYV0ts,"39,00",TRUE,usd,cus_Q9XHurtKe49Aq3,2025-02-26 15:49,,"0,00",FALSE,TRUE,2025-02-26 16:50,,,2025-02-26 16:50,2025-02-26 15:48,2025-03-26 15:48,2025-01-26 15:48,2025-02-26 15:48,"0,00",sub_1PVy5QAFeGZf0UoObQsXgq0r,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwmitAFeGZf0UoOcCuzov9U,"78,00",TRUE,usd,cus_KYjASi7HefB6On,2025-02-26 15:40,,"0,00",FALSE,TRUE,2025-02-26 16:40,,,2025-02-26 16:40,2025-02-26 15:39,2025-03-26 15:39,2025-01-26 15:39,2025-02-26 15:39,"0,00",sub_1QPQrZAFeGZf0UoO8gzrxiuU,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1QwmhQAFeGZf0UoOE4B6lCvL,"0,00",TRUE,eur,cus_LUfXPiKK9ulnEf,2025-02-26 15:39,,"-56,53",FALSE,TRUE,2025-02-26 16:40,,,2025-02-26 16:40,2025-02-26 15:38,2025-03-26 15:38,2025-01-26 15:38,2025-02-26 15:38,"-56,53",sub_1L3ilcAFeGZf0UoObdZc9FKl,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QwmXpAFeGZf0UoOIjCERvbg,"0,00",TRUE,eur,cus_Iyt7i7ctsnn2No,2025-02-26 15:29,,"-9,16",FALSE,TRUE,2025-02-26 16:30,,,2025-02-26 16:30,2025-02-26 15:28,2025-03-26 15:28,2025-01-26 15:28,2025-02-26 15:28,"-9,16",sub_J1AaHg9gMkv26r,"0,00","0,00",,"0,00",20,"0,00","0,00",paid,"0,00","0,00"
in_1QwmOZAFeGZf0UoOVBrl2Acr,"37,05",TRUE,usd,cus_QAQApzAqKGLTSm,2025-02-26 15:19,,"0,00",FALSE,TRUE,2025-02-26 16:19,,,2025-02-26 16:19,2025-02-26 15:19,2025-03-26 15:19,2025-01-26 15:19,2025-02-26 15:19,"0,00",sub_1PVxctAFeGZf0UoOUBFU15ua,"39,00","1,95",JWSURFE5,,,"37,05","37,05",paid,,
in_1QwmOLAFeGZf0UoOqHXWDk8T,"0,00",TRUE,usd,cus_NhCp2g8hPCz17Q,2025-02-26 15:19,,"-17,69",FALSE,TRUE,2025-02-26 16:19,,,2025-02-26 16:19,2025-02-26 15:18,2025-03-26 15:18,2025-01-26 15:18,2025-02-26 15:18,"-17,69",sub_1N1A7DAFeGZf0UoOmQdtXeG5,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qwm54AFeGZf0UoOcZK6q2ui,"0,00",TRUE,eur,cus_Mv82jin0fis9Ll,2025-02-26 14:59,,"-5,51",FALSE,TRUE,2025-02-26 15:59,,,2025-02-26 15:59,2025-02-26 14:58,2025-03-26 14:58,2025-01-26 14:58,2025-02-26 14:58,"-5,51",sub_1MJI8ZAFeGZf0UoOwQJ8kYNf,"0,00","0,00",,,19,"0,00","0,00",paid,,
in_1Qwm1oAFeGZf0UoOs2JeLKfv,"94,80",TRUE,eur,cus_QWoaMABMKb54ix,2025-02-26 14:56,,"0,00",FALSE,TRUE,2025-02-26 15:56,,,2025-02-26 15:56,2025-02-26 14:55,2025-03-26 14:55,2025-01-26 14:55,2025-02-26 14:55,"0,00",sub_1Ps4JvAFeGZf0UoOtMwjED5S,"79,00","0,00",,"15,80",20,"94,80","94,80",paid,"15,80","0,00"
in_1QwlyxAFeGZf0UoODKTzmYoW,"39,00",FALSE,usd,cus_PAxbvxkXek0EKm,2025-02-26 14:53,,"0,00",FALSE,FALSE,,,,2025-02-26 15:53,2025-02-26 14:52,2025-03-26 14:52,2025-01-26 14:52,2025-02-26 14:52,"0,00",sub_1Ps4HYAFeGZf0UoOmaXTQAtZ,"39,00","0,00",,,,"39,00","0,00",open,,
in_1QwltpAFeGZf0UoOXflCMMnz,"39,00",TRUE,usd,cus_QouSrwCGrDGOFV,2025-02-26 14:47,,"0,00",FALSE,TRUE,2025-02-26 15:48,,,2025-02-26 15:48,2025-02-26 14:47,2025-03-26 14:47,2025-01-26 14:47,2025-02-26 14:47,"0,00",sub_1Q3IyTAFeGZf0UoOhzMgWg4l,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwllLAFeGZf0UoOEzBTcVsO,"39,00",TRUE,usd,cus_QEZWEnzHdnFiuR,2025-02-26 14:39,,"0,00",FALSE,TRUE,2025-02-26 14:39,,,2025-02-26 14:39,2025-02-26 14:39,2025-03-26 14:39,2025-02-26 14:39,2025-02-26 14:39,"0,00",sub_1QwllLAFeGZf0UoOx9iBKIdA,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwliaAFeGZf0UoOgcGB6nB8,"39,00",TRUE,eur,cus_QZ1uA0boBiyE28,2025-02-26 14:36,,"0,00",FALSE,TRUE,2025-02-26 15:37,,,2025-02-26 15:37,2025-02-26 14:35,2025-03-26 14:35,2025-01-26 14:35,2025-02-26 14:35,"0,00",sub_1Q3In2AFeGZf0UoOq72WsecP,"39,00","0,00",,,20,"39,00","39,00",paid,,
in_1QwliTAFeGZf0UoO7GIbXnBz,"39,00",TRUE,usd,cus_LUNffM85Ai97Y9,2025-02-26 14:36,,"0,00",FALSE,TRUE,2025-02-26 15:36,,,2025-02-26 15:36,2025-02-26 14:35,2025-03-26 14:35,2025-01-26 14:35,2025-02-26 14:35,"0,00",sub_1KspUUAFeGZf0UoONRZBoq32,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwlhNAFeGZf0UoONpfW16ZM,"78,00",TRUE,usd,cus_NeVZU1PVhdW8QE,2025-02-26 14:34,,"0,00",FALSE,TRUE,2025-02-26 15:35,,,2025-02-26 15:35,2025-02-26 14:34,2025-03-26 14:34,2025-01-26 14:34,2025-02-26 14:34,"0,00",sub_1MtD2QAFeGZf0UoODCKHny9j,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1QwlgSAFeGZf0UoOk0Rv9AGE,"79,00",TRUE,eur,cus_PhT6Km8m561OLC,2025-02-26 14:34,,"0,00",FALSE,TRUE,2025-02-26 15:35,,,2025-02-26 15:35,2025-02-26 14:33,2025-03-26 14:33,2025-01-26 14:33,2025-02-26 14:33,"0,00",sub_1P9pqMAFeGZf0UoOAWdLtUYz,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1QwlbCAFeGZf0UoOioDwpgjN,"156,00",TRUE,eur,cus_RkOupE6Z55TY1k,2025-02-26 14:28,2025-03-12 14:28,"0,00",FALSE,TRUE,2025-02-27 9:32,,,2025-02-26 15:10,2025-02-26 14:28,2025-03-26 14:28,2025-02-26 14:28,2025-02-26 14:28,"0,00",sub_1QwlbCAFeGZf0UoOE0bHGzrx,"156,00","0,00",,,,"156,00","156,00",paid,,
in_1QwlSuAFeGZf0UoOjgEC0Ge3,"417,60",TRUE,eur,cus_RnRDQmSWDWlRuh,2025-02-26 14:20,,"0,00",FALSE,TRUE,2025-02-26 14:20,,,2025-02-26 14:20,2025-02-26 14:20,2026-02-26 14:20,2025-02-26 14:20,2025-02-26 14:20,"0,00",sub_1QwlSuAFeGZf0UoOT7qPyizg,"348,00","0,00",,"69,60",20,"417,60","417,60",paid,"69,60","0,00"
in_1QwlNzAFeGZf0UoOF7rViw5c,"46,80",FALSE,eur,cus_RMWGhxc2lqbqdJ,2025-02-26 14:14,,"0,00",FALSE,FALSE,,,,2025-02-26 15:15,2025-02-26 14:14,2025-03-26 14:14,2025-01-26 14:14,2025-02-26 14:14,"0,00",sub_1QaHpNAFeGZf0UoOBYX7fCgw,"39,00","0,00",,"7,80",20,"46,80","0,00",open,"7,80","0,00"
in_1QwlGJAFeGZf0UoOgJYUTyeJ,"0,00",TRUE,usd,cus_L1Xev1xATOzPZi,2025-02-26 14:06,,"-14,41",FALSE,TRUE,2025-02-26 15:07,,,2025-02-26 15:07,2025-02-26 14:06,2025-03-26 14:06,2025-01-26 14:06,2025-02-26 14:06,"-14,41",sub_1KMC8uAFeGZf0UoO0Xjn162L,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qwl8ZAFeGZf0UoOlBPSTP9w,"39,00",TRUE,eur,cus_QnKrZnPjQz2gvB,2025-02-26 13:58,,"0,00",FALSE,TRUE,2025-02-26 13:59,,,2025-02-26 13:58,2025-02-26 13:58,2025-03-26 13:58,2025-02-26 13:58,2025-02-26 13:58,"0,00",sub_1Qwl8ZAFeGZf0UoOJiZEdxrq,"39,00","0,00",,,21,"39,00","39,00",paid,,
in_1Qwl7iAFeGZf0UoO7A4h4GOG,"213,30",TRUE,usd,cus_QESEEAZNoQ2rv4,2025-02-26 13:58,,"0,00",FALSE,TRUE,2025-02-26 14:58,,,2025-02-26 14:58,2025-02-26 13:57,2025-03-26 13:57,2025-01-26 13:57,2025-02-26 13:57,"0,00",sub_1PVwLOAFeGZf0UoOKhaetVgs,"237,00","23,70",KaSBMrAo,,,"213,30","213,30",paid,,
in_1Qwl4nAFeGZf0UoOkRlqwp1w,"0,00",TRUE,eur,cus_PRiUEq9J634rZh,2025-02-26 13:55,,"-67,63",FALSE,TRUE,2025-02-26 14:56,,,2025-02-26 14:56,2025-02-26 13:54,2025-03-26 13:54,2025-01-26 13:54,2025-02-26 13:54,"-67,63",sub_1Ocps0AFeGZf0UoOhbfsjoWI,"0,00","0,00",,"0,00",20,"0,00","0,00",paid,"0,00","0,00"
in_1Qwl07AFeGZf0UoOXm6Z9rXC,"158,00",TRUE,eur,cus_QEMnB96HJbpnOY,2025-02-26 13:50,,"0,00",FALSE,TRUE,2025-02-26 14:50,,,2025-02-26 14:50,2025-02-26 13:49,2025-03-26 13:49,2025-01-26 13:49,2025-02-26 13:49,"0,00",sub_1PVwE8AFeGZf0UoOjac1dt91,"158,00","0,00",,,,"158,00","158,00",paid,,
in_1QwkyUAFeGZf0UoOkmZP5kb2,"0,00",TRUE,eur,cus_RdLidxZFaAIA3q,2025-02-26 13:48,,"-1093,58",FALSE,TRUE,2025-02-26 13:48,,,2025-02-26 13:48,2025-02-26 13:48,2025-03-06 11:58,2025-02-06 11:58,2025-02-26 13:48,"-1106,83",sub_1QotIXAFeGZf0UoO3GxBIqS8,"11,04","0,00",,"2,21",20,"13,25","0,00",paid,"2,21","0,00"
in_1QwknPAFeGZf0UoOzhEmI63a,"0,00",TRUE,usd,cus_LfMwyC0j7v66vo,2025-02-26 13:37,,"-38,92",FALSE,TRUE,2025-02-26 14:37,,,2025-02-26 14:37,2025-02-26 13:36,2025-03-26 13:36,2025-01-26 13:36,2025-02-26 13:36,"-38,92",sub_1L3grfAFeGZf0UoOdBuHiOsh,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QwknMAFeGZf0UoOQd85PejA,"0,00",TRUE,usd,cus_PdKxZt3VQxpxnW,2025-02-26 13:37,,"-31,68",FALSE,TRUE,2025-02-26 14:37,,,2025-02-26 14:37,2025-02-26 13:36,2025-03-26 13:36,2025-01-26 13:36,2025-02-26 13:36,"-31,68",sub_1Oo4LpAFeGZf0UoO3NLLjDdH,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qwkj5AFeGZf0UoOrQI9AQ4T,"37,64",FALSE,eur,cus_RKcUR16If9oxhP,2025-02-26 13:32,,"0,00",FALSE,FALSE,,,,2025-02-26 13:32,2025-02-26 13:32,2025-03-20 12:30,2025-02-20 12:30,2025-02-26 13:32,"0,00",sub_1QuYu1AFeGZf0UoOffECYG2y,"31,37","0,00",,"6,27",20,"37,64","0,00",open,"6,27","0,00"
in_1QwkhMAFeGZf0UoOCteEsglE,"79,00",TRUE,eur,cus_QKly1DT8woUll6,2025-02-26 13:30,,"0,00",FALSE,TRUE,2025-02-26 14:31,,,2025-02-26 14:31,2025-02-26 13:30,2025-03-26 13:30,2025-01-26 13:30,2025-02-26 13:30,"0,00",sub_1QPOqCAFeGZf0UoOFd7GCsLU,"79,00","0,00",,,19,"79,00","79,00",paid,,
in_1QwkXqAFeGZf0UoOmtlnKP9h,"39,00",TRUE,eur,cus_RqREbMVHhAhIN4,2025-02-26 13:21,,"0,00",FALSE,TRUE,2025-02-26 13:21,,,2025-02-26 13:21,2025-02-26 13:21,2025-03-26 13:21,2025-02-26 13:21,2025-02-26 13:21,"0,00",sub_1QwkXqAFeGZf0UoO5DwikbL2,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwkSnAFeGZf0UoO9gTDNlsI,"78,00",TRUE,eur,cus_Pubjulc2rX5hlb,2025-02-26 13:15,,"0,00",FALSE,TRUE,2025-02-26 14:16,,,2025-02-26 14:16,2025-02-26 13:15,2025-03-26 13:15,2025-01-26 13:15,2025-02-26 13:15,"0,00",sub_1P9ocCAFeGZf0UoOo68t2z2x,"78,00","0,00",,,19,"78,00","78,00",paid,,
in_1QwkOoAFeGZf0UoOY2xdz9hC,"105,30",TRUE,eur,cus_PyiacZwRs4fGv0,2025-02-26 13:11,,"0,00",FALSE,TRUE,2025-02-26 14:12,,,2025-02-26 14:12,2025-02-26 13:11,2025-03-26 13:11,2025-01-26 13:11,2025-02-26 13:11,"0,00",sub_1P9oYlAFeGZf0UoOXK94Tv1d,"117,00","11,70",11QjKFYn,,,"105,30","105,30",paid,,
in_1QwkL5AFeGZf0UoOsHhnfBcB,"39,00",TRUE,usd,cus_QXsqN4tXnppaiu,2025-02-26 13:07,,"0,00",FALSE,TRUE,2025-02-26 14:08,,,2025-02-26 14:08,2025-02-26 13:06,2025-03-26 13:06,2025-01-26 13:06,2025-02-26 13:06,"0,00",sub_1PgnrIAFeGZf0UoOWlBgw0aK,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwkKoAFeGZf0UoO3GL0QRwl,"2,64",TRUE,eur,cus_Na1ARPBUxBZxuS,2025-02-26 13:07,,"0,00",FALSE,TRUE,2025-02-26 13:07,,,2025-02-26 13:07,2025-02-26 13:07,2025-02-28 14:13,2025-01-28 14:13,2025-02-26 13:07,"0,00",sub_1MqdGpAFeGZf0UoOJ2RvL0Bj,"2,64","0,00",,,,"2,64","2,64",paid,,
in_1QwkGUAFeGZf0UoOPdE3wIC8,"39,00",TRUE,eur,cus_Q6wWpZI6Ec21iZ,2025-02-26 13:03,,"0,00",FALSE,TRUE,2025-02-26 14:03,,,2025-02-26 14:03,2025-02-26 13:02,2025-03-26 13:02,2025-01-26 13:02,2025-02-26 13:02,"0,00",sub_1QPOPJAFeGZf0UoOeqaE8gim,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qwk9ZAFeGZf0UoOzaqlofLL,"42,00",TRUE,eur,cus_OkdAtuEBHADeLW,2025-02-26 12:55,,"0,00",FALSE,TRUE,2025-02-26 13:56,,,2025-02-26 13:56,2025-02-26 12:55,2025-03-26 12:55,2025-01-26 12:55,2025-02-26 12:55,"0,00",sub_1O5T5mAFeGZf0UoOEL5qFdlO,"35,00","0,00",,"7,00",20,"42,00","42,00",paid,"7,00","0,00"
in_1Qwk9VAFeGZf0UoOHtRXhVP6,"21,19",TRUE,eur,cus_RONRijkbQwJkYg,2025-02-26 12:55,,"0,00",FALSE,TRUE,2025-02-26 12:55,,,2025-02-26 12:55,2025-02-26 12:55,2025-03-13 18:02,2025-02-13 18:02,2025-02-26 12:55,"0,00",sub_1QVdBuAFeGZf0UoOesKtsNkB,"21,19","0,00",,,,"21,19","21,19",paid,,
in_1QwjxlAFeGZf0UoOydpiIcDk,"39,00",TRUE,eur,cus_Q9adEyPAvONppn,2025-02-26 12:43,,"0,00",FALSE,TRUE,2025-02-26 13:43,,,2025-02-26 13:43,2025-02-26 12:43,2025-03-26 12:43,2025-01-26 12:43,2025-02-26 12:43,"0,00",sub_1Ps2GbAFeGZf0UoOtaoX1BMH,"39,00","0,00",,,21,"39,00","39,00",paid,,
in_1QwjxbAFeGZf0UoOFRbSrtY1,"168,00",TRUE,eur,cus_OHMBR7rfEn3fbr,2025-02-26 12:43,,"0,00",FALSE,TRUE,2025-02-26 13:44,,,2025-02-26 13:44,2025-02-26 12:43,2025-03-26 12:43,2025-01-26 12:43,2025-02-26 12:43,"0,00",sub_1NY73yAFeGZf0UoOpADYJM1M,"140,00","0,00",,"28,00",20,"168,00","168,00",paid,"28,00","0,00"
in_1QwjsvAFeGZf0UoOGuH9iyjg,"39,00",TRUE,usd,cus_Qbd1rTPL9BTVfF,2025-02-26 12:38,,"0,00",FALSE,TRUE,2025-02-26 13:38,,,2025-02-26 13:38,2025-02-26 12:38,2025-03-26 12:38,2025-01-26 12:38,2025-02-26 12:38,"0,00",sub_1Ps2BXAFeGZf0UoOi50Y3RxU,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwjrZAFeGZf0UoOq8vTPAEk,"0,00",TRUE,eur,cus_N8GMayIVeR0ruJ,2025-02-26 12:37,,"-17,92",FALSE,TRUE,2025-02-26 13:37,,,2025-02-26 13:37,2025-02-26 12:36,2025-03-26 12:36,2025-01-26 12:36,2025-02-26 12:36,"-95,92",sub_1NEUkpAFeGZf0UoO3cjhQZgJ,"78,00","0,00",,,,"78,00","0,00",paid,,
in_1QwjokAFeGZf0UoOfDgGp5jE,"708,00",TRUE,eur,cus_RpzwAlgYqRiKP6,2025-02-26 12:34,,"0,00",FALSE,TRUE,2025-02-26 12:35,,,2025-02-26 12:34,2025-02-26 12:34,2026-02-26 12:34,2025-02-26 12:34,2025-02-26 12:34,"0,00",sub_1QwjokAFeGZf0UoOX87U7Um1,"708,00","0,00",,,19,"708,00","708,00",paid,,
in_1Qwjm9AFeGZf0UoOs1rh3IQ7,"39,00",TRUE,eur,cus_RlV2yOZILOiNeV,2025-02-26 12:31,,"0,00",FALSE,TRUE,2025-02-26 12:32,,,2025-02-26 12:31,2025-02-26 12:31,2025-03-26 12:31,2025-02-26 12:31,2025-02-26 12:31,"0,00",sub_1Qwjm9AFeGZf0UoOGtRGI3SR,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwjkhAFeGZf0UoOmEsSWps7,"39,00",TRUE,usd,cus_PnnQwaOofBY2qo,2025-02-26 12:30,,"0,00",FALSE,TRUE,2025-02-26 13:30,,,2025-02-26 13:30,2025-02-26 12:29,2025-03-26 12:29,2025-01-26 12:29,2025-02-26 12:29,"0,00",sub_1OyZ8ZAFeGZf0UoO3OrQIWLT,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwjjdAFeGZf0UoOSk2liQhQ,"348,00",TRUE,eur,cus_RA2olyEfG4ItQz,2025-02-26 12:29,,"0,00",FALSE,TRUE,2025-02-26 12:29,,,2025-02-26 12:29,2025-02-26 12:29,2026-02-26 12:29,2025-02-26 12:29,2025-02-26 12:29,"0,00",sub_1QwjjdAFeGZf0UoO4SlRXRMK,"348,00","0,00",,,24,"348,00","348,00",paid,,
in_1QwjgcAFeGZf0UoOJWkIWt3v,"78,00",TRUE,eur,cus_QrrGd0QhnSBv67,2025-02-26 12:26,,"0,00",FALSE,TRUE,2025-02-26 13:27,,,2025-02-26 13:27,2025-02-26 12:25,2025-03-26 12:25,2025-01-26 12:25,2025-02-26 12:25,"0,00",sub_1Q3GknAFeGZf0UoOYe4UhhqR,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1Qwjg5AFeGZf0UoO4WkTFqcy,"39,00",TRUE,eur,cus_N9irWOajVnhK8m,2025-02-26 12:25,,"0,00",FALSE,TRUE,2025-02-26 13:26,,,2025-02-26 13:26,2025-02-26 12:25,2025-03-26 12:25,2025-01-26 12:25,2025-02-26 12:25,"0,00",sub_1QPNpcAFeGZf0UoOUlwMyPxI,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QwjJnAFeGZf0UoONiEkdpt7,"234,00",TRUE,eur,cus_RMy9jnWv3tM95E,2025-02-26 12:02,,"0,00",FALSE,TRUE,2025-02-26 12:03,,,2025-02-26 12:02,2025-02-26 12:02,2025-03-26 12:02,2025-02-26 12:02,2025-02-26 12:02,"0,00",sub_1QwjJnAFeGZf0UoOBjJhnszX,"234,00","0,00",,,,"234,00","234,00",paid,,
in_1QwjInAFeGZf0UoOVHxsyrl0,"39,00",TRUE,eur,cus_KF4Vb46BvTTB63,2025-02-26 12:01,,"0,00",FALSE,TRUE,2025-02-26 13:02,,,2025-02-26 13:02,2025-02-26 12:00,2025-03-26 12:00,2025-01-26 12:00,2025-02-26 12:00,"0,00",sub_1MUU88AFeGZf0UoOznZUtsRH,"39,00","0,00",,,23,"39,00","39,00",paid,,
